Code,Name,NameLong,Lat,Long,Cbseg,WaterBody,Description,Datum,CityCounty,Tidal,Comments,Fips,Huc12,State,Huc6Name
LCCD.AnnanRun,Annan Run,Annan Run,39.897857,-75.995203,,Valley Creek-East Branch Octoraro Creek,Creek Road - downstream for chemistry; Upstream for macros,NAD83,Lancaster County,FALSE,,42071,020503061402,Pennsylvania,
TUCCC.ARCTSP001,ARCTSP001,arctic springs -six mile,40.90468,-78.10922,,Sixmile Run,arctic springs -six mile,NAD83,Centre County,FALSE,,42027,020502010505,Pennsylvania,
TUCCC.ARTISP001,ARTISP001,arctic springs -six mile,40.90458,-78.10922,,Sixmile Run,arctic springs -six mile,NAD83,Centre County,FALSE,,42027,020502010505,Pennsylvania,
AWA.AS,AS,,39.805725,-77.574917,,West Branch Antietam Creek,Aden Spring,NAD83,Franklin County,FALSE,,42055,020700041003,Pennsylvania,Potomac
TUCCC.ASAPRU002,ASAPRU002,Asaph Run,41.781908,-77.433016,,Asaph Run,Asaph Run,NAD83,Tioga County,FALSE,,42117,020502050302,Pennsylvania,
TUCCC.ASPARU001,ASPARU001,Asaph Run,41.79165,-77.44603,,Asaph Run,Asaph Run,NAD83,Tioga County,FALSE,,42117,020502050302,Pennsylvania,
AWA.ATAS,ATAS,,39.788233,-77.487814,,East Branch Antietam Creek,AT Antietam Shelter,NAD83,Franklin County,FALSE,,42055,020700041002,Pennsylvania,Potomac
AWA.B,B,,39.765053,-77.516044,,East Branch Antietam Creek,Brookdale,NAD83,Franklin County,FALSE,,42055,020700041002,Pennsylvania,Potomac
TUCCC.BABBCR001,BABBCR001,Babb Creek,41.6851,-77.19785,,Headwaters Babb Creek,Babb Creek,NAD83,Tioga County,FALSE,,42117,020502050401,Pennsylvania,
TUCCC.BABBCR002,BABBCR002,Babb Creek,41.59661,-77.29014,,Long Run-Babb Creek,Babb Creek,NAD83,Tioga County,FALSE,,42117,020502050405,Pennsylvania,
TUCCC.BABBCR003,BABBCR003,Babb Creek,41.64204,-77.20837,,Headwaters Babb Creek,Babb Creek,NAD83,Tioga County,FALSE,,42117,020502050401,Pennsylvania,
TUCCC.BABBCR004,BABBCR004,Babb Creek,41.57292,-77.33528,,Long Run-Babb Creek,Babb Creek,NAD83,Tioga County,FALSE,,42117,020502050405,Pennsylvania,
TUCCC.BAILCR001,BAILCR001,Bailey Creek,41.86218,-77.0121,,Bailey Creek-Mill Creek,Bailey Creek,NAD83,Tioga County,FALSE,,42117,020501040702,Pennsylvania,
TUCCC.BAILRU001,BAILRU001,Bailey Run (lower),41.523567,-78.0661,,Middle First Fork Sinnemahoning Creek,Bailey Run (lower),NAD83,Potter County,FALSE,,42105,020502020406,Pennsylvania,
TUCCC.BAILRU002,BAILRU002,Bailey Run (upper),41.512283,-78.045767,,Middle First Fork Sinnemahoning Creek,Bailey Run (upper),NAD83,Potter County,FALSE,,42105,020502020406,Pennsylvania,
TUCCC.BALDRU002,BALDRU002,Baldwin Run,41.793917,-77.304492,,Marsh Creek-Pine Creek,Baldwin Run,NAD83,Tioga County,FALSE,,42117,020502050303,Pennsylvania,
GCWD.BALRUN1.44,BALRUN1.44,Baldwin Run 1.44,41.7947,-77.30473,,Marsh Creek-Pine Creek,Baldwin Run 1.44,NAD83,Tioga County,FALSE,,42117,020502050303,Pennsylvania,West Branch Susquehanna
GCWD.BALRUN4.02,BALRUN4.02,Baldwin Run 4.02,41.81431667,-77.34078,,Marsh Creek-Pine Creek,Baldwin Run 4.02,NAD83,Tioga County,FALSE,n/a,42117,020502050303,Pennsylvania,West Branch Susquehanna
TUCCC.BEECRU001,BEECRU001,Beech Run,41.647083,-77.96235,,Upper First Fork Sinnemahoning Creek,Beech Run,NAD83,Potter County,FALSE,,42105,020502020403,Pennsylvania,
GCWD.BEEFLARUN0.12,BEEFLARUN0.12,Beech Flats Run 0.12,41.72041667,-77.68421667,,Wetmore Run-West Branch Pine Creek,Beech Flats Run 0.12,NAD83,Potter County,FALSE,,42105,020502050102,Pennsylvania,West Branch Susquehanna
LCCD.BellsRunRynear,Bells Run,Bells Run,39.887816,-76.045817,,Muddy Run-East Branch Octoraro Creek,"Rynear Rd - downstream, in pasture",NAD83,Lancaster County,FALSE,,42071,020503061403,Pennsylvania,
LCCD.BellsRunBartville,Bells Run,Bells Run,39.89775,-76.05285,,Muddy Run-East Branch Octoraro Creek,"Bartville Rd - upstream, in pasture",NAD83,Lancaster County,FALSE,,42071,020503061403,Pennsylvania,
BCVM.BENCRE7.92,BENCRE7.92,Bentley Creek,41.928043,-76.69907,,Upper Bentley Creek,Bentley Creek,NAD83,Bradford County,FALSE,,42015,020501050601,Pennsylvania,Upper Susquehanna
TUCCC.BENNRU001,BENNRU001,Benner Run,40.935392,-78.022634,,Black Moshannon Creek,Benner Run,NAD83,Centre County,FALSE,,42027,020502010507,Pennsylvania,
YCST.BERCRE1.22,BERCRE 1.22,,39.999214,-76.941858,,Mud Run-Bermudian Creek,Bermudian Creek 1.22,NAD83,York County,FALSE,,42133,020503060303,Pennsylvania,
TUCCC.BERGRU001,BERGRU001,Berge Run,41.48858,-78.051783,,Middle First Fork Sinnemahoning Creek,Berge Run,NAD83,Potter County,FALSE,,42105,020502020406,Pennsylvania,
AWA.BF,BF,Blueberry Farm,39.831244,-77.570878,,West Branch Antietam Creek,Blueberry Farm,NAD83,Franklin County,FALSE,,42055,020700041003,Pennsylvania,Potomac
TUCCC.BIBURU001,BIBURU001,Billy Buck Run,41.587425,-78.441636,,Elk Fork-Driftwood Branch Sinnemahoning Creek,Billy Buck Run,NAD83,Elk County,FALSE,,42047,020502020201,Pennsylvania,
GCWD.BIGMOORUN3.70,BIGMOORUN3.70,Big Moores Run 3.70,41.67988,-77.987692,,Big Moores Run,Big Moores Run 3.70,NAD83,Potter County,FALSE,,42105,020502020401,Pennsylvania,West Branch Susquehanna
GCWD.BIGMOORUN5.78,BIGMOORUN5.78,Big Moores Run 5.78,41.7069,-77.97625,,Big Moores Run,Big Moores Run 5.78,NAD83,Potter County,FALSE,,42105,020502020401,Pennsylvania,West Branch Susquehanna
TUCCC.BIGRU001,BIGRU001,Big Run,41.11059,-77.733806,,Big Run,Big Run,NAD83,Clinton County,FALSE,,42035,020502040204,Pennsylvania,
CCCD.BIGSPRCRE1.23,BIGSPRCRE1.23,Big Spring Creek 1.23,40.174463,-77.395054,,Big Spring Creek-Conodoguinet Creek,Big Spring Creek at Laughlin Mill,NAD83,Cumberland County,FALSE,,42041,020503050308,Pennsylvania,Lower Susquehanna
BSWA.BIGSPRCRE1.98,BIGSPRCRE1.98,Big Spring Creek 1.98,40.154841,-77.409991,,Big Spring Creek-Conodoguinet Creek,Big Spring Creek 1.98 at Sheepman's Bridge,NAD83,Cumberland County,FALSE,,42041,020503050308,Pennsylvania,Lower Susquehanna
CCCD.BIGSPRCRE4.69,BIGSPRCRE4.69,Big Spring Creek 4.69,40.129762,-77.40758,,Big Spring Creek-Conodoguinet Creek,Big Spring Creek,NAD83,Cumberland County,FALSE,,42041,020503050308,Pennsylvania,Lower Susquehanna
BSWA.BIGSPRCRE1.16,BIGSPRICRE1.16,Big Spring Creek 1.16,40.144224,-77.405537,,Big Spring Creek-Conodoguinet Creek,Big Spring Creek 1.16 at Willow Tree Pool,NAD83,Cumberland County,FALSE,,42041,020503050308,Pennsylvania,Lower Susquehanna
BSWA.BIGSPRCRE1.58,BIGSPRICRE1.58,Big Spring Creek 1.58,40.149975,-77.406898,,Big Spring Creek-Conodoguinet Creek,Big Spring Creek 1.58 at Nealy Road,NAD83,Cumberland County,FALSE,,42041,020503050308,Pennsylvania,Lower Susquehanna
BSWA.BIGSPRCRE1.80,BIGSPRICRE1.80,Big Spring Creek 1.80,40.152978,-77.407924,,Big Spring Creek-Conodoguinet Creek,Big Spring Creek 1.80 at Swamp Pulloff,NAD83,Cumberland County,FALSE,,42041,020503050308,Pennsylvania,Lower Susquehanna
BSWA.BIGSPRCRE2.48,BIGSPRICRE2.48,Big Spring Creek 2.48,40.160232,-77.406287,,Big Spring Creek-Conodoguinet Creek,Big Spring Creek 2.48 at Stone Arch Bridge,NAD83,Cumberland County,FALSE,,42041,020503050308,Pennsylvania,Lower Susquehanna
TUCCC.BIMCRU001,BIMCRU001,Billy McCracken Run,40.8987,-78.5616,,Little Clearfield Creek,Billy McCracken Run,NAD83,Clearfield County,FALSE,,42033,020502010309,Pennsylvania,
TUCCC.BIMORU001,BIMORU001,Big Moores Run,41.63195,-78.000967,,Big Moores Run,Big Moores Run,NAD83,Potter County,FALSE,,42105,020502020401,Pennsylvania,
TUCCC.BINERU001,BINERU001,Big Nelson Run,41.556395,-78.034133,,Middle First Fork Sinnemahoning Creek,Big Nelson Run,NAD83,Potter County,FALSE,,42105,020502020406,Pennsylvania,
TUCCC.BIRCRU001,BIRCRU001,Birch Run,41.55789,-77.951093,,East Fork Sinnemahoning Creek,Birch Run,NAD83,Potter County,FALSE,,42105,020502020405,Pennsylvania,
TUCCC.BLACCR002,BLACCR002,Black Creek,41.55178,-77.15403,,Blacks Creek,Black Creek,NAD83,Tioga County,FALSE,,42117,020502050503,Pennsylvania,
TUCCC.BLACCR003,BLACCR003,Black Creek,41.56593,-77.13464,,Blacks Creek,Black Creek,NAD83,Tioga County,FALSE,,42117,020502050503,Pennsylvania,
TUCCC.BLHOCR001,BLHOCR001,Blockhouse Creek,41.56371,-77.103221,,Blockhouse Creek,Blockhouse Creek,NAD83,Tioga County,FALSE,,42117,020502050504,Pennsylvania,
TUCCC.BLHOCR002,BLHOCR002,Blockhouse Creek,41.56024,-77.10484,,Blockhouse Creek,Blockhouse Creek,NAD83,Tioga County,FALSE,,42117,020502050504,Pennsylvania,
TUCCC.BOONRU001,BOONRU001,Boone Run,41.34913,-77.35793,,Little Pine Creek-Pine Creek,Boone Run,NAD83,Lycoming County,FALSE,,42081,020502050506,Pennsylvania,
GCWD.BORBRA0.39,BORBRA0.39,Borie Branch 0.39,41.6572,-77.959458,,Upper First Fork Sinnemahoning Creek,Borie Branch 0.39,NAD83,Potter County,FALSE,,42105,020502020403,Pennsylvania,West Branch Susquehanna
TUCCC.BORIBR002,BORIBR002,Borie Branch,41.652817,-77.937467,,Upper First Fork Sinnemahoning Creek,Borie Branch,NAD83,Potter County,FALSE,,42105,020502020403,Pennsylvania,
TUCCC.BOWMCR001,BOWMCR001,Bowmans Creek,41.47444,-75.986944,,Lower Bowman Creek,Bowmans Creek,NAD83,Wyoming County,FALSE,,42131,020501061303,Pennsylvania,
TUCCC.BOWMCR002,BOWMCR002,Bowmans Creek,41.42556,-76.030278,,Upper Bowman Creek,Bowmans Creek,NAD83,Wyoming County,FALSE,,42131,020501061302,Pennsylvania,
TUCCC.BOWMCR003,BOWMCR003,Bowmans Creek,41.40111,-76.098889,,Upper Bowman Creek,Bowmans Creek,NAD83,Wyoming County,FALSE,,42131,020501061302,Pennsylvania,
AWA.BP,BP,Baumgardner Property,39.724967,-77.588817,,East Branch Antietam Creek,Baumgardner Property,NAD83,Franklin County,FALSE,,42055,020700041002,Pennsylvania,Potomac
AWA.BR,BR,Bailey's Run,39.75468,-77.505228,,East Branch Antietam Creek,Bailey's Run,NAD83,Franklin County,FALSE,,42055,020700041002,Pennsylvania,Potomac
LCCD.BR1,BR1,Bachman Run� - BR1,40.111389,-76.3325,,Millers Run-Little Conestoga Creek,#NAME?,NAD83,Lancaster County,FALSE,,42071,020503061001,Pennsylvania,
LCCD.BR2,BR2,Bachman Run - BR2,40.116389,-76.330557,,Millers Run-Little Conestoga Creek,#NAME?,NAD83,Lancaster County,FALSE,,42071,020503061001,Pennsylvania,
CCCD.BRARUN0.01,BRARUN0.01,Brandy Run 0.01,40.177641,-77.453873,,Three Square Hollow Run-Conodoguinet Creek,Brandy Run at Steelstown and Brandy Run Road,NAD83,Cumberland County,FALSE,,42041,020503050306,Pennsylvania,Lower Susquehanna
BCVM.BROCRE1.89,BROCRE1.89,Browns Creek,41.803619,-76.55763,,Browns Creek,Browns Creek,NAD83,Bradford County,FALSE,,42015,020501060106,Pennsylvania,Upper Susquehanna
TUCCC.BROWRU001,BROWRU001,Browns Run�������������������������,40.9633,-78.4913,,Curwensville Dam-West Branch Susquehanna River,Browns Run�������������������������,NAD83,Clearfield County,FALSE,,42033,020502010408,Pennsylvania,
TUCCC.BROWRU002,BROWRU002,Browns Run�������������������������,40.9581,-78.4845,,Curwensville Dam-West Branch Susquehanna River,Browns Run�������������������������,NAD83,Clearfield County,FALSE,,42033,020502010408,Pennsylvania,
TUCCC.BROWRU003,BROWRU003,Browns Run�������������������������,41.34255,-77.39925,,Upper Pine Bottom Run-Pine Creek,Browns Run�������������������������,NAD83,Lycoming County,FALSE,,42081,020502050606,Pennsylvania,
CCWA.BS00.0,BS00.0,Big Spring 00.0,40.18534,-77.392621,,Big Spring Creek-Conodoguinet Creek,Big Spring 00.0,NAD83,Cumberland County,FALSE,,42041,020503050308,Pennsylvania,Lower Susquehanna
TUCCC.BUCKRU001,BUCKRU001,Buck Run,41.60637,-77.50523,,Cedar Run,Buck Run,NAD83,Tioga County,FALSE,,42117,020502050602,Pennsylvania,
CCCD.BURRUN1.38,BURRUN1.38,Burd Run 1.38,40.061749,-77.514999,,Thompson Creek-Burd Run,Burd Run above Middle Spring,NAD83,Cumberland County,FALSE,,42041,020503050301,Pennsylvania,Lower Susquehanna
AWA.BV,BV,Buena Vista,39.720703,-77.500192,,Red Run,Buena Vista,NAD83,Franklin County,FALSE,,42055,020700041001,Pennsylvania,Potomac
TUCCC.CAHOCR001,CAHOCR001,Catlin Hollow Creek,41.809708,-77.269588,,Catlin Hollow,Catlin Hollow Creek,NAD83,Tioga County,FALSE,,42117,020501040601,Pennsylvania,
GCWD.CALCRE0.11,CALCRE0.11,California Creek 0.11,41.846317,-77.702733,,Genesee Forks,California Creek 0.11,NAD83,Potter County,FALSE,,42105,020502050203,Pennsylvania,West Branch Susquehanna
TUCCC.CALDRU001,CALDRU001,Caldwell Run,40.9308,-78.4723,,Little Clearfield Creek,Caldwell Run,NAD83,Clearfield County,FALSE,,42033,020502010309,Pennsylvania,
TUCCC.CALECR001,CALECR001,Caleb Creek,41.33556,-76.955278,,Mill Creek-West Side of Loyalsock Creek,Caleb Creek,NAD83,Lycoming County,FALSE,,42081,020502060508,Pennsylvania,
TUCCC.CAMPRU001,CAMPRU001,Camp Run,41.576157,-77.911012,,East Fork Sinnemahoning Creek,Camp Run,NAD83,Potter County,FALSE,,42105,020502020405,Pennsylvania,
TUCCC.CANARU001,CANARU001,Canada Run,41.78278,-77.37472,,Marsh Creek-Pine Creek,Canada Run,NAD83,Tioga County,FALSE,,42117,020502050303,Pennsylvania,
TUCCC.CARBRU001,CARBRU001,Carbon Run,41.63098,-76.64306,,Little Schrader Creek,Carbon Run,NAD83,Bradford County,FALSE,,42015,020501060201,Pennsylvania,
TUCCC.CEDARI002,CEDARI002,Cedar Run,41.55525,-77.45933,,Cedar Run,Cedar Run,NAD83,Tioga County,FALSE,,42117,020502050602,Pennsylvania,
TUCCC.CEDARU001,CEDARU001,Cedar Run,41.58321,-77.47474,,Cedar Run,Cedar Run,NAD83,Tioga County,FALSE,,42117,020502050602,Pennsylvania,
YCST.CENCRE0.07,CENCRE 0.07,,39.801615,-76.74097,,Upper South Branch Codorus Creek,Centerville Creek 0.07,NAD83,York County,FALSE,,42133,020503060601,Pennsylvania,
TUCCC.CHARCR001,CHARCR001,Charleston Creek,41.72942,-77.252637,,Charleston Creek,Charleston Creek,NAD83,Tioga County,FALSE,,42117,020502050301,Pennsylvania,
TUCCC.CHERRU001,CHERRU001,Cherry River,41.36847,-76.46653,,Big Run-Muncy Creek,Cherry River,NAD83,Sullivan County,FALSE,,42113,020502060801,Pennsylvania,
NYWS.CHOCRE11.38,CHOCRE 11.38,,41.978284,-76.003547,,Middle Chocohut Creek,Choconut Creek at Town Hall,NAD83,Susquehanna County,FALSE,,42115,020501030203,Pennsylvania,
NYWS.CHOCRE9.45,CHOCRE 9.45,,41.989896,-76.000242,,Middle Chocohut Creek,Choconut Creek at Kellum Road,NAD83,Susquehanna County,FALSE,,42115,020501030203,Pennsylvania,
LCCD.Climb1,Climb1,Climbers Run - Climb1,39.920757,-76.29744,,Climbers Run-Pequea Creek,SRREC LCC Nature Preserve,NAD83,Lancaster County,FALSE,Master Naturalist site,42071,020503061204,Pennsylvania,
LCCD.Climb2,Climb2,Climbers Run - Climb2,39.918973,-76.28175,,Climbers Run-Pequea Creek,966 Pennsy Rd.,NAD83,Lancaster County,FALSE,DTU restoration site,42071,020503061204,Pennsylvania,
LCCD.Climb3,Climb3,Climbers Run #3 - Climb3,39.91547,-76.312588,,Climbers Run-Pequea Creek,Below Pipeline,NAD83,Lancaster County,FALSE,,42071,020503061204,Pennsylvania,
TUCCC.COALRU001,COALRU001,Cherry River,41.63369,-76.610253,,Millstone Creek-Schrader Creek,Cherry River,NAD83,Bradford County,FALSE,,42015,020501060202,Pennsylvania,
LCCD.CoC2,CoC2,Cocalico Cr. - CoC2,40.187778,-76.17,,Little Cocalico Creek-Cocalico Creek,Church St. - before bridge into Ephrata,NAD83,Lancaster County,FALSE,"after stream relocation, restoration, & wetland creation project",42071,020503060901,Pennsylvania,
YCST.CODCRE12.16,CODCRE 12.16,,39.953416,-76.733901,,Willis Run-Codorus Creek,Codorus Creek 12.16,NAD83,York County,FALSE,,42133,020503060705,Pennsylvania,
YCST.CODCRE12.39,CODCRE 12.39,,39.952885,-76.73827,,Willis Run-Codorus Creek,Codorus Creek 12.39,NAD83,York County,FALSE,,42133,020503060705,Pennsylvania,
TUCCC.COLDST001,COLDST001,Coal Run,40.89526,-78.20605,,Cold Stream,Coal Run,NAD83,Centre County,FALSE,,42027,020502010504,Pennsylvania,
TUCCC.COLECR001,COLECR001,Coles Creek,41.282697,-76.327558,,Raven Creek,Coles Creek,NAD83,Columbia County,FALSE,,42037,020501070704,Pennsylvania,
TUCCC.COLECR002,COLECR002,Coles Creek,41.273162,-76.332977,,Raven Creek,Coles Creek,NAD83,Columbia County,FALSE,,42037,020501070704,Pennsylvania,
LCCD.Con2,Con2,Conoy Cr. - Con2,40.134722,-76.616667,,Conoy Creek,Bainbridge Rd. - below Shrine Rd. intersection where creek crosses Rt. 241,NAD83,Lancaster County,FALSE,Elizabethtown Borough's urban effects & above stream restoration work,42071,020503061701,Pennsylvania,
LCCD.Con3,Con3,Conoy Cr. - Con3,40.131944,-76.621944,,Conoy Creek,Bainbridge Rd. 2 - Across from Masonic Conference Center,NAD83,Lancaster County,FALSE,in the�middle of streambank restoration project,42071,020503061701,Pennsylvania,
LCCD.Con4,Con4,Conoy Cr. - Con4,40.127222,-76.627778,,Conoy Creek,Arosite Rd. - first farm on left at ford crossing,NAD83,Lancaster County,FALSE,Below waste water discharge treatment plant & below stream restoration project,42071,020503061701,Pennsylvania,
YCST.CONCRE7.04,CONCRE 7.04,,40.100063,-76.7637,,Conewago Creek-Susquehanna River,Conewago Creek 7.04,NAD83,York County,FALSE,,42133,020503060504,Pennsylvania,
CCCD.CONCRE1.85,CONCRE1.85,Conodoguinet Creek 1.85,40.277468,-76.925578,,Conodoguinet Creek-Susquehanna River,Conodoguinet Creek at Ridley Park,NAD83,Cumberland County,FALSE,,42041,020503050408,Pennsylvania,Lower Susquehanna
CCCD.CONCRE11.47,CONCRE11.47,Conodoguinet Creek 11.47,40.241213,-76.969512,,Conodoguinet Creek-Susquehanna River,Conodoguinet Creek,NAD83,Cumberland County,FALSE,,42041,020503050408,Pennsylvania,Lower Susquehanna
CCCD.CONCRE13.64,CONCRE13.64,Conodoguinet Creek 13.64,40.263776,-76.98015,,Conodoguinet Creek-Susquehanna River,Conodoguinet Creek at Good Hope Launch,NAD83,Cumberland County,FALSE,,42041,020503050408,Pennsylvania,Lower Susquehanna
CCCD.CONCRE21.95,CONCRE21.95,Conodoguinet Creek 21.95,40.259296,-77.040426,,Simmons Creek-Conodoguinet Creek,Conodoguinet Creek at Willow Mill Park,NAD83,Cumberland County,FALSE,,42041,020503050406,Pennsylvania,Lower Susquehanna
CCCD.CONCRE27.96,CONCRE27.96,Conodoguinet Creek 27.96,40.259792,-77.103054,,Simmons Creek-Conodoguinet Creek,Conodoguinet Creek at Scott Farm Work Center,NAD83,Cumberland County,FALSE,,42041,020503050406,Pennsylvania,Lower Susquehanna
CCSTA.CONCRE27.96,CONCRE27.96,Conodoguinet Creek,40.259792,-77.103054,,Simmons Creek-Conodoguinet Creek,Scott Farm bridge,NAD83,Cumberland County,FALSE,,42041,020503050406,Pennsylvania,
CCSTA.CONCRE32.47,CONCRE32.47,Conodoguinet Creek,40.235785,-77.14107,,Simmons Creek-Conodoguinet Creek,LeTort Falls Park,NAD83,Cumberland County,FALSE,,42041,020503050406,Pennsylvania,
CCCD.CONCRE32.47,CONCRE32.47,Conodoguinet Creek 32.47,40.235785,-77.14107,,Simmons Creek-Conodoguinet Creek,Conodoguinet Creek at Letort Falls Park,NAD83,Cumberland County,FALSE,,42041,020503050406,Pennsylvania,Lower Susquehanna
CCCD.CONCRE35.82,CONCRE35.82,Conodoguinet Creek 35.82,40.236495,-77.193667,,Wertz Run-Conodoguinet Creek,Conodoguinet Creek at Creekview Park,NAD83,Cumberland County,FALSE,,42041,020503050403,Pennsylvania,Lower Susquehanna
CCSTA.CONCRE35.82,CONCRE35.82,Conodoguinet Creek,40.236495,-77.193667,,Wertz Run-Conodoguinet Creek,Creekview Park,NAD83,Cumberland County,FALSE,,42041,020503050403,Pennsylvania,
CCSTA.CONCRE39.03,CONCRE39.03,Conodoguinet Creek,40.234075,-77.218027,,Conodoguinet Creek,North Middleton Park,NAD83,Cumberland County,FALSE,,42041,020503050403,Pennsylvania,
CCCD.CONCRE39.03,CONCRE39.03,Conodoguinet Creek 39.03,40.234075,-77.218027,,Conodoguinet Creek,Conodoguinet Creek at North Middleton Park,NAD83,Cumberland County,FALSE,,42041,020503050403,Pennsylvania,Lower Susquehanna
