Code,Name,NameLong,Lat,Long,Cbseg,WaterBody,Description,Datum,CityCounty,Tidal,Comments,Fips,Huc12,State,Huc6Name
LRA.MG1,MG1,Molly Grub 0.02,40.19568,-77.18767,,Letort Spring Run,Molly Grub 1,NAD83,Cumberland County,FALSE,,42041,020503050404,Pennsylvania,Lower Susquehanna
LRA.MG2,MG2,Molly Grub 0.18,40.19608,-77.18518,,Letort Spring Run,Molly Grub 2,NAD83,Cumberland County,FALSE,,42041,020503050404,Pennsylvania,Lower Susquehanna
CCCD.MIDSPRCRE0.02,MIDSPRCRE0.02,Middle Spring Creek 0.02,40.10478,-77.559186,,Middle Spring Creek,Middle Spring Creek at McClays Mill Road,NAD83,Franklin County,FALSE,,42055,020503050302,Pennsylvania,Lower Susquehanna
CCCD.MIDSPRCRE5.26,MIDSPRCRE5.26,Middle Spring Creek 5.26,40.061807,-77.532396,,Middle Spring Creek,Middle Spring Creek at Bard Road Bridge,NAD83,Cumberland County,FALSE,,42041,020503050302,Pennsylvania,Lower Susquehanna
TUCCC.MIHORU001,MIHORU001,Mine Hole Run,41.55552,-77.45843,,Cedar Run,Mine Hole Run,NAD83,Tioga County,FALSE,,42117,020502050602,Pennsylvania,
TUCCC.MILCR009,MILCR009,Mill Creek,41.38359,-76.97856,,Mill Creek-West Side of Loyalsock Creek,Mill Creek,NAD83,Lycoming County,FALSE,,42081,020502060508,Pennsylvania,
YCST.MILCRE0.09,MILCRE 0.09,,39.982512,-76.722315,,Mill Creek,Mill Creek 0.09,NAD83,York County,FALSE,,42133,020503060706,Pennsylvania,
GCWD.MILCRE1.08,MILCRE1.08,Mill Creek 1.08,41.905986,-77.53425,,Elklick Run-Mill Creek,Mill Creek 1.08,NAD83,Tioga County,FALSE,n/a,42117,020501040803,Pennsylvania,Upper Susquehanna
GCWD.MILCRE1.67,MILCRE1.67,Mill Creek 1.67,41.898775,-77.53058,,Elklick Run-Mill Creek,Mill Creek 1.67,NAD83,Tioga County,FALSE,n/a,42117,020501040803,Pennsylvania,Upper Susquehanna
GCWD.MILCRE2.32,MILCRE2.32,Mill Creek 2.32,41.889884,-77.5297,,Elklick Run-Mill Creek,Mill Creek 2.32,NAD83,Tioga County,FALSE,n/a,42117,020501040803,Pennsylvania,Upper Susquehanna
LCCD.MILL1,MILL1,Mill Cr. - MILL1,40.085556,-76.044167,,Muddy Run-Mill Creek,Overly's Grove Rd. - below road bridge & trailer park,NAD83,Lancaster County,FALSE,upper watershed water quality,42071,020503061106,Pennsylvania,
LCCD.MILL1A,MILL1A,Mill Cr. - MILL1A,40.089444,-76.069167,,Muddy Run-Mill Creek,Southwest of Kinzer Rd. & Mill Cr. intersection,NAD83,Lancaster County,FALSE,potential future stream restoration project location,42071,020503061106,Pennsylvania,
LCCD.MILL2,MILL2,Mill Cr. - MILL2,40.081667,-76.086111,,Muddy Run-Mill Creek,Meadow Creek Rd. at intersection with Custer Ave.,NAD83,Lancaster County,FALSE,above waste water treatment plant discharge,42071,020503061106,Pennsylvania,
LCCD.MILL3,MILL3,Mill Cr. - MILL3,40.076389,-76.077778,,Muddy Run-Mill Creek,Maple Grove Rd. - below road bridge,NAD83,Lancaster County,FALSE,below waste water treatment plant discharge,42071,020503061106,Pennsylvania,
LCCD.MILL4,MILL4,Mill Cr. - MILL4,40.0625,-76.156667,,Muddy Run-Mill Creek,Below Rt. 772 bridge (Ressler Mill tract),NAD83,Lancaster County,FALSE,Mid-reach water quality,42071,020503061106,Pennsylvania,
LCCD.MILL5,MILL5,Mill Cr. - MILL5,40.053611,-76.1725,,Muddy Run-Mill Creek,West of Monterey Rd. & Mill Cr. intersection,NAD83,Lancaster County,FALSE,future stream and habitat restoration location,42071,020503061106,Pennsylvania,
LCCD.MILL6,MILL6,Mill Cr. - MILL 6,40.055833,-76.180278,,Muddy Run-Mill Creek,East of Gibbons Rd. & Mill Cr. intersection,NAD83,Lancaster County,FALSE,"effects of dam removal, agriculture, & stremabank fencing efforts",42071,020503061106,Pennsylvania,
LCCD.MILL7,MILL7,Mill Cr. - MILL7,40.026389,-76.241389,,Muddy Run-Mill Creek,"East of Strasburg Pk. & Mill Cr. intersection, above Mill dam",NAD83,Lancaster County,FALSE,water quality effects above mill dam,42071,020503061106,Pennsylvania,
TUCCC.MILLCR006,MILLCR006,Mill Creek,41.8587,-77.05975,,Painter Run-Mill Creek,Mill Creek,NAD83,Tioga County,FALSE,,42117,020501040703,Pennsylvania,
TUCCC.MILLCR009,MILLCR009,Mill Creek,41.38359,-76.978561,,Mill Creek-West Side of Loyalsock Creek,Mill Creek,NAD83,Lycoming County,FALSE,,42081,020502060508,Pennsylvania,
TUCCC.MILLCR011,MILLCR011,Mill Creek,41.436695,-75.922879,,Obendoffers Creek-Susquehanna River,Mill Creek,NAD83,Wyoming County,FALSE,,42131,020501061409,Pennsylvania,
TUCCC.MILLRU002,MILLRU002,Mill Run,41.40472,-77.46471,,Mill Run-Pine Creek,Mill Run,NAD83,Lycoming County,FALSE,,42081,020502050604,Pennsylvania,
TUCCC.MILLRU003,MILLRU003,Mill Run,41.752793,-77.503293,,Lick Run-Pine Creek,Mill Run,NAD83,Tioga County,FALSE,,42117,020502050208,Pennsylvania,
LCCD.MILLTRIB1,MILLTRIB1,Mill Cr. - MILLTRIB1,40.026944,-76.242222,,Muddy Run-Mill Creek,Tributary stream enter Mill Cr. in Flory Park near Strasburg Pk.,NAD83,Lancaster County,FALSE,water quality of tributary stream before entering Mill Cr.,42071,020503061106,Pennsylvania,
GCWD.MILRUN0.01,MILRUN0.01,Mill Run 0.01,41.75211667,-77.50378,,Lick Run-Pine Creek,Mill Run 0.01,NAD83,Tioga County,FALSE,n/a,42117,020502050208,Pennsylvania,West Branch Susquehanna
TUCCC.MITCHO001,MITCHO001,Mitchell Hollow����������������������,40.9394,-78.4549,,Little Clearfield Creek,Mitchell Hollow����������������������,NAD83,Clearfield County,FALSE,,42033,020502010309,Pennsylvania,
TUCCC.MONTRU001,MONTRU001,Montour Run,41.30661,-78.01672,,Sinnemahoning Creek-West Branch Susquehanna River,Montour Run,NAD83,Clinton County,FALSE,,42035,020502020502,Pennsylvania,
GCWD.MOOHOLRUN0.06,MOOHOLRUN0.06,Moore Hollow Run 0.06,41.91678333,-77.62438333,,Headwaters Cowanesque River,Moore Hollow Run 0.06,NAD83,Potter County,FALSE,,42105,020501040801,Pennsylvania,Upper Susquehanna
TUCCC.MORRBR001,MORRBR001,Morris Branch,41.72523,-77.288191,,Charleston Creek,Morris Branch,NAD83,Tioga County,FALSE,,42117,020502050301,Pennsylvania,
CCCD.MOUROCSPRCRE0.03,MOUROCSPRCRE0.03,Mount Rock Spring Creek 0.03,40.214809,-77.299823,,Big Spring Creek-Conodoguinet Creek,Mount Rock Spring Creek,NAD83,Cumberland County,FALSE,,42041,020503050308,Pennsylvania,Lower Susquehanna
AWA.MR,MR,Mackey Run,39.741172,-77.491586,,Red Run,Mackey Run,NAD83,Franklin County,FALSE,,42055,020700041001,Pennsylvania,Potomac
AWA.MRR,MRR,Mouth-Red Run,39.737619,-77.568983,,East Branch Antietam Creek,Mouth-Red Run,NAD83,Franklin County,FALSE,,42055,020700041002,Pennsylvania,Potomac
CCWA.MSC02.8,MSC02.8,Middle Spring Creek 02.8,40.07262,-77.537821,,Middle Spring Creek,Middle Spring Creek 02.8,NAD83,Cumberland County,FALSE,,42041,020503050302,Pennsylvania,Lower Susquehanna
CCWA.MTRK00.1,MTRK00.1,Mount Rock Creek 00.1,40.211399,-77.299815,,Mount Rock Spring Creek,Mount Rock Creek 00.1,NAD83,Cumberland County,FALSE,,42041,020503050401,Pennsylvania,Lower Susquehanna
CCWA.MTRK03.9,MTRK03.9,Mount Rock Creek 03.9,40.161072,-77.315195,,Mount Rock Spring Creek,Mount Rock Creek 03.9,NAD83,Cumberland County,FALSE,,42041,020503050401,Pennsylvania,Lower Susquehanna
LCCD.Mud1,Mud1,Muddy Cr. - Mud1,40.174444,-76.081667,,Muddy Creek,Red Run Campground at site #47 below Valley Protein,NAD83,Lancaster County,FALSE,,42071,020503061102,Pennsylvania,
LCCD.Mud2,Mud2,Muddy Cr. - Mud2,40.179167,-76.081667,,Little Muddy Creek,off Rt. 897 outside of Brubaker Park below Valley Protein 1 mile below Red Run Campground,NAD83,Lancaster County,FALSE,,42071,020503061101,Pennsylvania,
LCCD.Mud3,Mud3,Muddy Cr. - Mud3,40.196389,-76.056944,,Muddy Creek,Muddy Cr. above Black Run,NAD83,Lancaster County,FALSE,,42071,020503061102,Pennsylvania,
LCCD.MuddyRun,Muddy Run,Muddy Run @ Homeville,39.831437,-76.004965,,Muddy Run-East Branch Octoraro Creek,Homeville Road - in horse pasture,NAD83,Chester County,FALSE,,42029,020503061403,Pennsylvania,
TUCCC.MUDRU001,MUDRU001,Mud Run,40.996667,-75.967222,,Black Creek,Mud Run,NAD83,Luzerne County,FALSE,,42079,020501070402,Pennsylvania,
TUCCC.MUNCCR001,MUNCCR001,Muncy Creek,41.37435,-76.46644,,Big Run-Muncy Creek,Muncy Creek,NAD83,Sullivan County,FALSE,,42113,020502060801,Pennsylvania,
TUCCC.MUNCCR002,MUNCCR002,Muncy Creek,41.36753,-76.49158,,Big Run-Muncy Creek,Muncy Creek,NAD83,Sullivan County,FALSE,,42113,020502060801,Pennsylvania,
TUCCC.NAVARU001,NAVARU001,Naval Run,41.458082,-77.516483,,Mill Run-Pine Creek,Naval Run,NAD83,Lycoming County,FALSE,,42081,020502050604,Pennsylvania,
TUCCC.NBLARU001,NBLARU001,North Branch Laurel Run,40.2626,-77.491917,,Laurel Run,North Branch Laurel Run,NAD83,Perry County,FALSE,,42099,020503050105,Pennsylvania,
TUCCC.NBRORU001,NBRORU001,North Branch Rock Run,41.56821,-76.83101,,Rock Run,North Branch Rock Run,NAD83,Lycoming County,FALSE,,42081,020502060203,Pennsylvania,
AWA.ND1,ND1,Nicodemus Dam 1,39.786453,-77.602325,,West Branch Antietam Creek,Nicodemus Dam 1,NAD83,Franklin County,FALSE,,42055,020700041003,Pennsylvania,Potomac
AWA.ND1d,ND1d,Nicodemus Dam 1 downstream,39.786453,-77.602325,,West Branch Antietam Creek,Nicodemus Dam 1 downstream,NAD83,Franklin County,FALSE,,42055,020700041003,Pennsylvania,Potomac
AWA.ND2,ND2,Nicodemus Dam 2,39.787736,-77.603375,,West Branch Antietam Creek,Nicodemus Dam 2,NAD83,Franklin County,FALSE,,42055,020700041003,Pennsylvania,Potomac
AWA.ND2u,ND2u,Nicodemus Dam 2 upstream,39.787736,-77.603375,,West Branch Antietam Creek,Nicodemus Dam 2 upstream,NAD83,Franklin County,FALSE,,42055,020700041003,Pennsylvania,Potomac
LCCD.NickelMinesRun,Nickel Mines Run,Nickel Mines Run,39.9127,-76.06865,,West Branch Octoraro Creek,Between Heyberger Road & Lamparter Road - in pasture,NAD83,Lancaster County,FALSE,,42071,020503061501,Pennsylvania,
TUCCC.NICKRU001,NICKRU001,Nickel Run,41.63326,-77.04382,,Upper Tioga River,Nickel Run,NAD83,Tioga County,FALSE,,42117,020501040904,Pennsylvania,
TUCCC.NIMIRU001,NIMIRU001,Ninemile Run,41.791875,-77.762769,,Ninemile Run,Ninemile Run,NAD83,Potter County,FALSE,,42105,020502050201,Pennsylvania,
GCWD.NINRUN5.08,NINRUN5.08,Nine Run 5.08,41.78516667,-77.79863889,,Ninemile Run,Nine Run 5.08,NAD83,Potter County,FALSE,,42105,020502050201,Pennsylvania,West Branch Susquehanna
TUCCC.NOCARU001,NOCARU001,North Camp Run,40.78875,-78.66919,,Lower Chest Creek,North Camp Run,NAD83,Clearfield County,FALSE,,42033,020502010103,Pennsylvania,
GCWD.NORBRACOWRIV0.04,NORBRACOWRIV0.04,North Branch Cowanesque River 0.94,41.94142,-77.64935,,Headwaters Cowanesque River,North Branch Cowanesque River 0.94,NAD83,Potter County,FALSE,,42105,020501040801,Pennsylvania,Upper Susquehanna
NRPA.NR-7,NR-7,,36.740257,-76.579794,,,Rt. 460 Constants Wharf,NAD83,,FALSE,"""""Monthly, All parameters dissolved oxygen, water temperature, salinity, water clarity, pH, e.Coli""""",,,,
AWA.OCP,OCP,Owls Club Picnic,39.751283,-77.601036,,West Branch Antietam Creek,Owls Club Picnic,NAD83,Franklin County,FALSE,,42055,020700041003,Pennsylvania,Potomac
TUCCC.OLFARU001,OLFARU001,Old Farm Run,40.8901,-78.5551,,Little Clearfield Creek,Old Farm Run,NAD83,Clearfield County,FALSE,,42033,020502010309,Pennsylvania,
CCSTA.OPOCRE0.19,OPOCRE0.19,Opossum Creek,40.22288,-77.272095,,Wertz Run-Conodoguinet Creek,,NAD83,Cumberland County,FALSE,,42041,020503050403,Pennsylvania,
TUCCC.OTTERU001,OTTERU001,Otter Run,41.40702,-77.33465,,Otter Run,Otter Run,NAD83,Lycoming County,FALSE,,42081,020502050505,Pennsylvania,
TUCCC.OTTFOR001,OTTFOR001,Ott Fork,41.31795,-77.41553,,Upper Pine Bottom Run-Pine Creek,Ott Fork,NAD83,Lycoming County,FALSE,,42081,020502050606,Pennsylvania,
TUCCC.PACKRU001,PACKRU001,Packhorse Run,41.49417,-77.15048,,Blockhouse Creek,Packhorse Run,NAD83,Lycoming County,FALSE,,42081,020502050504,Pennsylvania,
TUCCC.PAINRU001,PAINRU001,Painter Run,41.86603,-77.053516,,Painter Run-Mill Creek,Painter Run,NAD83,Tioga County,FALSE,,42117,020501040703,Pennsylvania,
TUCCC.PAINRU002,PAINRU002,Painter Run,41.87906,-77.04381,,Painter Run-Mill Creek,Painter Run,NAD83,Tioga County,FALSE,,42117,020501040703,Pennsylvania,
TUCCC.PAINRU003,PAINRU003,Painter Run,41.74574,-77.49271,,Lick Run-Pine Creek,Painter Run,NAD83,Tioga County,FALSE,,42117,020502050208,Pennsylvania,
GCWD.PAIRUN0.53,PAIRUN0.53,Painter Run 0.53,41.74135,-77.49783,,Lick Run-Pine Creek,Painter Run 0.53,NAD83,Tioga County,FALSE,n/a,42117,020502050208,Pennsylvania,West Branch Susquehanna
CCWA.PEN3,PEN3,Penterra 3,40.2597,-77.1025,,Simmons Creek-Conodoguinet Creek,Penterra 3,NAD83,Cumberland County,FALSE,,42041,020503050406,Pennsylvania,Lower Susquehanna
LCCD.PEQ1,PEQ1,Pequea Cr. - PEQ1,39.895188,-76.35781,,Climbers Run-Pequea Creek,PPL Campground,NAD83,Lancaster County,FALSE,Master Naturalist site,42071,020503061204,Pennsylvania,
LCCD.PEQ2,PEQ2,Pequea Cr. - PEQ2,40.011944,-76.108333,,Headwaters Pequea Creek,Paradise Memorial Park off of London Vale Rd.,NAD83,Lancaster County,FALSE,below confluence of Eshelman Run,42071,020503061201,Pennsylvania,
LCCD.PEQ3,PEQ3,Pequea Cr. - PEQ3,39.934767,-76.323032,,Climbers Run-Pequea Creek,Sickman's Mill,NAD83,Lancaster County,FALSE,Recreational Site,42071,020503061204,Pennsylvania,
TUCCC.PHOERU001,PHOERU001,Phoenix Run,41.77158,-77.6116,,Phoenix Run,Phoenix Run,NAD83,Potter County,FALSE,,42105,020502050205,Pennsylvania,
GCWD.PHORUN4.36,PHORUN4.36,Phoenix Run 4.36,41.79868333,-77.61605,,Phoenix Run,Phoenix Run 4.36,NAD83,Potter County,FALSE,,42105,020502050205,Pennsylvania,West Branch Susquehanna
GCWD.PHORUN7.54,PHORUN7.54,Phoenix Run 7.54,41.8358,-77.63815,,Phoenix Run,Phoenix Run 7.54,NAD83,Potter County,FALSE,,42105,020502050205,Pennsylvania,West Branch Susquehanna
GCWD.PHORUN7.69,PHORUN7.69,Phoenix Run 7.69,41.83788,-77.6392,,Phoenix Run,Phoenix Run 7.69,NAD83,Potter County,FALSE,,42105,020502050205,Pennsylvania,West Branch Susquehanna
TUCCC.PINCECR006,PINCECR006,Pine Creek,41.55621,-77.38228,,Trout Run-Pine Creek,Pine Creek,NAD83,Tioga County,FALSE,,42117,020502050601,Pennsylvania,
GCWD.PINCRE64.20,PINCRE64.20,Pine Creek 64.20,41.75203333,-77.5038,,Lick Run-Pine Creek,Pine Creek 64.20,NAD83,Tioga County,FALSE,n/a,42117,020502050208,Pennsylvania,West Branch Susquehanna
GCWD.PINCRE64.21,PINCRE64.21,Pine Creek 64.21,41.75211667,-77.50397,,Lick Run-Pine Creek,Pine Creek 64.21,NAD83,Tioga County,FALSE,n/a,42117,020502050208,Pennsylvania,West Branch Susquehanna
TUCCC.PINECR004,PINECR004,Pine Creek,41.8141,-77.7809,,Headwaters Pine Creek,Pine Creek,NAD83,Potter County,FALSE,,42105,020502050202,Pennsylvania,
TUCCC.PINECR005,PINECR005,Pine Creek,41.18027,-77.27837,,Pine Creek-West Branch Susquehanna River,Pine Creek,NAD83,Clinton County,FALSE,,42035,020502050607,Pennsylvania,
TUCCC.PINECR007,PINECR007,Pine Creek,41.790247,-77.761226,,Headwaters Pine Creek,Pine Creek,NAD83,Potter County,FALSE,,42105,020502050202,Pennsylvania,
TUCCC.PINECR008,PINECR008,Pine Creek,41.471362,-77.502809,,Mill Run-Pine Creek,Pine Creek,NAD83,Lycoming County,FALSE,,42081,020502050604,Pennsylvania,
TUCCC.PINERU001,PINERU001,Pine Run,40.7633,-78.650473,,Lower Chest Creek,Pine Run,NAD83,Clearfield County,FALSE,,42033,020502010103,Pennsylvania,
YCST.PLUCRE4.26,PLUCRE 4.26,,39.789385,-76.998294,,Plum Creek-South Branch Conewago Creek,Plum Creek 4.26,NAD83,York County,FALSE,,42133,020503060102,Pennsylvania,
GCWD.PRORUN2.55,PRORUN2.55,Prouty Run 2.55,41.65761333,-77.91459,,Upper First Fork Sinnemahoning Creek,Prouty Run 2.55,NAD83,Potter County,FALSE,,42105,020502020403,Pennsylvania,West Branch Susquehanna
TUCCC.PROURU002,PROURU002,Prouty Run,41.65275,-77.93745,,Upper First Fork Sinnemahoning Creek,Prouty Run,NAD83,Potter County,FALSE,,42105,020502020403,Pennsylvania,
LCCD.PSA2,PSA2,Eshelman Run - PSA2,39.993611,-76.107778,,Eshleman Run-Pequea Creek,at Quarry Rd. above confluence with Londonland Run,NAD83,Lancaster County,FALSE,effects from headwaters and restoration,42071,020503061202,Pennsylvania,
LCCD.PSA3,PSA3,Eshelman Run - PSA3,40.005556,-76.110556,,Eshleman Run-Pequea Creek,at Route 30,NAD83,Lancaster County,FALSE,"below restoration, 0.4 miles from Pequea Cr.",42071,020503061202,Pennsylvania,
TUCCC.RAMSRU001,RAMSRU001,Ramsey Run,41.28467,-77.32413,,Pine Creek-West Branch Susquehanna River,Ramsey Run,NAD83,Lycoming County,FALSE,,42081,020502050607,Pennsylvania,
LCCD.RattlesnakeRun,Rattlesnake Run,Rattlesnake Run @ Glenville Road,39.86197,-75.97205,,Muddy Run-East Branch Octoraro Creek,Glenville Road - in woodland,NAD83,Chester County,FALSE,,42029,020503061403,Pennsylvania,
TUCCC.RBFMRU001,RBFMRU001,Right Branch Fourmile Run,41.70512,-77.48491,,Trout Run-Pine Creek,Right Branch Fourmile Run,NAD83,Tioga County,FALSE,,42117,020502050601,Pennsylvania,
AWA.R,Re,Renfrew,39.745025,-77.559425,,East Branch Antietam Creek,Renfrew,NAD83,Franklin County,FALSE,,42055,020700041002,Pennsylvania,Potomac
NYWS.REDRUN1.13,REDRUN 1.13,,41.541332,-77.502759,,Slate Run,Genesee River Trib at Gazdag Rd.,NAD83,Lycoming County,FALSE,,42081,020502050603,Pennsylvania,
TUCCC.ROARRU001,ROARRU001,Roaring Creek,41.289817,-76.708483,,Gregs Run-Muncy Creek,Roaring Creek,NAD83,Lycoming County,FALSE,,42081,020502060803,Pennsylvania,
AWA.RR1,RR1,,39.739406,-77.481092,,Red Run,Red Run #1,NAD83,Franklin County,FALSE,,42055,020700041001,Pennsylvania,Potomac
AWA.RR2,RR2,,39.741603,-77.491469,,Red Run,Red Run #2,NAD83,Franklin County,FALSE,,42055,020700041001,Pennsylvania,Potomac
AWA.RRP,RRP,,39.740386,-77.519908,,Red Run,Red Run Park,NAD83,Franklin County,FALSE,,42055,020700041001,Pennsylvania,Potomac
MSWA.S1,S1,RR Fayette St,40.04716,-77.52071,,Middle Spring Creek,RR Fayette St,NAD83,Cumberland County,FALSE,,42041,020503050302,Pennsylvania,Lower Susquehanna
MSWA.S4,S4,Bard Road/Old Mill Road Bridge,40.06169,-77.53258,,Middle Spring Creek,Bard Road/Old Mill Road Bridge,NAD83,Franklin County,FALSE,,42055,020503050302,Pennsylvania,Lower Susquehanna
TUCCC.SALTRU001,SALTRU001,Salt Run,41.533977,-78.195171,,Sinnemahoning Portage Creek-Driftwood Branch Sinnemahoning Creek,Salt Run,NAD83,Cameron County,FALSE,,42023,020502020102,Pennsylvania,
TUCCC.SALTRU002,SALTRU002,Salt Run,41.5236,-78.21419,,Sinnemahoning Portage Creek-Driftwood Branch Sinnemahoning Creek,Salt Run,NAD83,Cameron County,FALSE,,42023,020502020102,Pennsylvania,
TUCCC.SANDRU002,SANDRU002,Sand Run,41.68398,-77.15475,,Headwaters Babb Creek,Sand Run,NAD83,Tioga County,FALSE,,42117,020502050401,Pennsylvania,
TUCCC.SANDRU003,SANDRU003,Sand Run,41.661359,-77.194348,,Headwaters Babb Creek,Sand Run,NAD83,Tioga County,FALSE,,42117,020502050401,Pennsylvania,
BCVM.SATCRE3.02,SATCRE3.02,Satterlee Creek 3.02,41.9518,-76.46995,,Satterlee Creek-Susquehanna River,Satterlee Creek 3.02,NAD83,Bradford County,FALSE,,42015,020501030707,Pennsylvania,Upper Susquehanna
TUCCC.SBLARU001,SBLARU001,South Branch Laurel Run,40.26185,-77.489133,,Laurel Run,South Branch Laurel Run,NAD83,Perry County,FALSE,,42099,020503050105,Pennsylvania,
TUCCC.SBRORU001,SBRORU001,South Branch Rock Run,41.54502,-76.81256,,Rock Run,South Branch Rock Run,NAD83,Lycoming County,FALSE,,42081,020502060203,Pennsylvania,
TUCCC.SBRORU003,SBRORU003,South Branch Rock Run,41.54653,-76.8281,,Rock Run,South Branch Rock Run,NAD83,Lycoming County,FALSE,,42081,020502060203,Pennsylvania,
TUCCC.SCHOHO001,SCHOHO001,Schoolhouse Hollow,41.39542,-77.34731,,Little Pine Creek-Pine Creek,Schoolhouse Hollow,NAD83,Lycoming County,FALSE,,42081,020502050506,Pennsylvania,
TUCCC.SEBIFO001,SEBIFO001,Second Big Fork,41.40119,-77.50041,,Trout Run,Second Big Fork,NAD83,Lycoming County,FALSE,,42081,020502050605,Pennsylvania,
